node1	node1;label	node1;valuetype	node1;valuetype_label	label	node2
P706	'located in/on physical feature'@en	Q46169	'national park'@en	count	1
P706	'located in/on physical feature'@en	Q48731335	'village of Brunei'@en	count	1
P706	'located in/on physical feature'@en	Q50330360	'second largest city'@en	count	1
P706	'located in/on physical feature'@en	Q5119	'capital'@en	count	1
P706	'located in/on physical feature'@en	Q57831	'fortress'@en	count	1
P706	'located in/on physical feature'@en	Q6617741	'WWF ecoregion'@en	count	1
P706	'located in/on physical feature'@en	Q667509	'municipality of Austria'@en	count	1
P706	'located in/on physical feature'@en	Q6882870	'designated spa town'@en	count	1
P706	'located in/on physical feature'@en	Q8072	'volcano'@en	count	1
P706	'located in/on physical feature'@en	Q82794	'geographic region'@en	count	1
P706	'located in/on physical feature'@en	Q843886	'prefecture of the Central African Republic'@en	count	1
P790	'approved by'@en	Q11032	'newspaper'@en	count	1
P790	'approved by'@en	Q1110794	'daily newspaper'@en	count	1
P790	'approved by'@en	Q118365	'dictatorship of the proletariat'@en	count	1
P790	'approved by'@en	Q1210008	'kennel club'@en	count	1
P790	'approved by'@en	Q1323642	'transcontinental country'@en	count	1
P790	'approved by'@en	Q1416653	'newspaper of record'@en	count	1
P790	'approved by'@en	Q1489259	'superpower'@en	count	1
P790	'approved by'@en	Q14946528	'conflation'@en	count	1
P790	'approved by'@en	Q15634554	'state with limited recognition'@en	count	1
P790	'approved by'@en	Q170584	'project'@en	count	1
P790	'approved by'@en	Q179164	'unitary state'@en	count	1
P790	'approved by'@en	Q185145	'great power'@en	count	1
P790	'approved by'@en	Q189760	'voting'@en	count	1
P790	'approved by'@en	Q2366457	'department'@en	count	1
P790	'approved by'@en	Q4209223	'Rechtsstaat'@en	count	1
P790	'approved by'@en	Q465613	'people\'s republic'@en	count	1
P790	'approved by'@en	Q4830453	'business'@en	count	1
P790	'approved by'@en	Q512187	'federal republic'@en	count	1
P790	'approved by'@en	Q51576574	'Mediterranean country'@en	count	1
P790	'approved by'@en	Q5255892	'democratic republic'@en	count	1
P790	'approved by'@en	Q63791824	'country bordering the Baltic Sea'@en	count	1
P790	'approved by'@en	Q748720	'institution of the European Union'@en	count	1
P790	'approved by'@en	Q76522946	'contact group'@en	count	1
P790	'approved by'@en	Q842112	'socialist state'@en	count	1
P790	'approved by'@en	Q848507	'commercial bank'@en	count	1
P790	'approved by'@en	Q849866	'communist state'@en	count	1
P790	'approved by'@en	Q97374157	'international parliament'@en	count	1
P790	'approved by'@en	Q99541706	'historical unrecognized state'@en	count	1
P7903	'gained territory from'@en	Q1323642	'transcontinental country'@en	count	1
P7903	'gained territory from'@en	Q3024240	'historical country'@en	count	1
P7903	'gained territory from'@en	Q3624078	'sovereign state'@en	count	1
P7903	'gained territory from'@en	Q48349	'empire'@en	count	1
P7903	'gained territory from'@en	Q56061	'administrative territorial entity'@en	count	1
P7904	'gave up territory to'@en	Q1489259	'superpower'@en	count	1
P7904	'gave up territory to'@en	Q14946528	'conflation'@en	count	1
P7904	'gave up territory to'@en	Q1520223	'constitutional republic'@en	count	1
P7904	'gave up territory to'@en	Q3624078	'sovereign state'@en	count	1
P7904	'gave up territory to'@en	Q512187	'federal republic'@en	count	1
P7904	'gave up territory to'@en	Q5255892	'democratic republic'@en	count	1
P7904	'gave up territory to'@en	Q6256	'country'@en	count	1
P7904	'gave up territory to'@en	Q99541706	'historical unrecognized state'@en	count	1
P793	'significant event'@en	Q13406463	'Wikimedia list article'@en	count	1
P793	'significant event'@en	Q13408009	'French law'@en	count	1
P793	'significant event'@en	Q1464916	'declaration of independence'@en	count	1
P793	'significant event'@en	Q4157074	'boundary delimitation'@en	count	1
P793	'significant event'@en	Q9557810	'bilateral treaty'@en	count	1
P805	'statement is subject of'@en	Q10290447	'military coup'@en	count	1
P805	'statement is subject of'@en	Q10931	'revolution'@en	count	1
P805	'statement is subject of'@en	Q1140229	'political union'@en	count	1
P805	'statement is subject of'@en	Q11420631	'country name'@en	count	1
P805	'statement is subject of'@en	Q11422542	'international conflict'@en	count	1
P805	'statement is subject of'@en	Q1197588	'military government'@en	count	1
P805	'statement is subject of'@en	Q1207505	'quality'@en	count	1
P805	'statement is subject of'@en	Q1250464	'realm'@en	count	1
P805	'statement is subject of'@en	Q1267939	'statistical region of Serbia'@en	count	1
P805	'statement is subject of'@en	Q12833777	'Christianity of an area'@en	count	1
P805	'statement is subject of'@en	Q1284645	'edict'@en	count	1
P805	'statement is subject of'@en	Q128635	'value-added tax'@en	count	1
P805	'statement is subject of'@en	Q1309121	'hermit kingdom'@en	count	1
P805	'statement is subject of'@en	Q131596	'farm'@en	count	1
P805	'statement is subject of'@en	Q1317251	'fishing village'@en	count	1
P805	'statement is subject of'@en	Q1323572	'reform movement'@en	count	1
P805	'statement is subject of'@en	Q133492	'letter'@en	count	1
P805	'statement is subject of'@en	Q13414953	'religious denomination'@en	count	1
P805	'statement is subject of'@en	Q13423964	'names of Japan'@en	count	1
P805	'statement is subject of'@en	Q1345528	'United States Census'@en	count	1
P805	'statement is subject of'@en	Q1390935	'structural violence'@en	count	1
P805	'statement is subject of'@en	Q1406161	'artistic theme'@en	count	1
P805	'statement is subject of'@en	Q1417098	'inauguration'@en	count	1
P805	'statement is subject of'@en	Q14659	'coat of arms'@en	count	1
P805	'statement is subject of'@en	Q148837	'polis'@en	count	1
P805	'statement is subject of'@en	Q15069452	'Natura 2000 protected area'@en	count	1
P805	'statement is subject of'@en	Q15275719	'recurring event'@en	count	1
P805	'statement is subject of'@en	Q1540416	'boundary point'@en	count	1
P805	'statement is subject of'@en	Q15629146	'autonomous province of Serbia'@en	count	1
P805	'statement is subject of'@en	Q15634554	'state with limited recognition'@en	count	1
P805	'statement is subject of'@en	Q15649504	'satrapy'@en	count	1
P805	'statement is subject of'@en	Q15661340	'ancient city'@en	count	1
P805	'statement is subject of'@en	Q1568567	'national historic site of Canada'@en	count	1
P805	'statement is subject of'@en	Q1572600	'proclamation'@en	count	1
P805	'statement is subject of'@en	Q1656682	'event'@en	count	1
P805	'statement is subject of'@en	Q1679887	'student protest'@en	count	1
P805	'statement is subject of'@en	Q171328	'Charter of the United Nations'@en	count	1
P805	'statement is subject of'@en	Q174782	'square'@en	count	1
P805	'statement is subject of'@en	Q17544377	'history of a country or state'@en	count	1
P805	'statement is subject of'@en	Q176799	'military unit'@en	count	1
P805	'statement is subject of'@en	Q18411394	'dualism'@en	count	1
P805	'statement is subject of'@en	Q18603729	'dissolution of an administrative territorial entity'@en	count	1
P805	'statement is subject of'@en	Q190752	'supreme court'@en	count	1
P805	'statement is subject of'@en	Q1935136	'winged words'@en	count	1
P805	'statement is subject of'@en	Q20181813	'colonial power'@en	count	1
P805	'statement is subject of'@en	Q20203507	'viceroyalty of the Spanish Empire'@en	count	1
P805	'statement is subject of'@en	Q204886	'federalism'@en	count	1
P805	'statement is subject of'@en	Q207326	'summit'@en	count	1
P805	'statement is subject of'@en	Q207524	'islet'@en	count	1
P805	'statement is subject of'@en	Q20986437	'naming dispute'@en	count	1
P805	'statement is subject of'@en	Q2135465	'legal concept'@en	count	1
P805	'statement is subject of'@en	Q21479969	'British protectorate'@en	count	1
P805	'statement is subject of'@en	Q21484471	'Wikipedia article covering multiple topics'@en	count	1
P805	'statement is subject of'@en	Q216851	'skerry'@en	count	1
P805	'statement is subject of'@en	Q217901	'capitulation'@en	count	1
P805	'statement is subject of'@en	Q22676729	'time by area'@en	count	1
P805	'statement is subject of'@en	Q2334719	'legal case'@en	count	1
P805	'statement is subject of'@en	Q23397	'lake'@en	count	1
P805	'statement is subject of'@en	Q236036	'republics of the Soviet Union'@en	count	1
P805	'statement is subject of'@en	Q2515622	'constitutionality'@en	count	1
P805	'statement is subject of'@en	Q2523556	'directorial system'@en	count	1
P805	'statement is subject of'@en	Q25297020	'transborder structure'@en	count	1
P805	'statement is subject of'@en	Q25297630	'international bridge'@en	count	1
P805	'statement is subject of'@en	Q2571972	'decree'@en	count	1
P805	'statement is subject of'@en	Q2627975	'ceremony'@en	count	1
P805	'statement is subject of'@en	Q27345018	'international tripoint'@en	count	1
P805	'statement is subject of'@en	Q2751586	'resolution'@en	count	1
P805	'statement is subject of'@en	Q27627826	'separation barrier'@en	count	1
P805	'statement is subject of'@en	Q294414	'public office'@en	count	1
P805	'statement is subject of'@en	Q2973801	'fortified line'@en	count	1
P805	'statement is subject of'@en	Q3062294	'Latin phrase'@en	count	1
P805	'statement is subject of'@en	Q321839	'agreement'@en	count	1
P805	'statement is subject of'@en	Q3337280	'marine navigation'@en	count	1
P805	'statement is subject of'@en	Q3393392	'highest point'@en	count	1
P805	'statement is subject of'@en	Q350604	'armed conflict'@en	count	1
P805	'statement is subject of'@en	Q3536928	'free trade agreement'@en	count	1
P805	'statement is subject of'@en	Q35798	'executive branch'@en	count	1
P805	'statement is subject of'@en	Q37484	'epic poem'@en	count	1
P805	'statement is subject of'@en	Q3773998	'technocratic government'@en	count	1
P805	'statement is subject of'@en	Q3884316	'unilateral declaration of independence'@en	count	1
P805	'statement is subject of'@en	Q4022	'river'@en	count	1
P805	'statement is subject of'@en	Q41487	'court'@en	count	1
P805	'statement is subject of'@en	Q4157074	'boundary delimitation'@en	count	1
P805	'statement is subject of'@en	Q417175	'kingdom'@en	count	1
P805	'statement is subject of'@en	Q421829	'act'@en	count	1
P805	'statement is subject of'@en	Q42264828	'problem question'@en	count	1
P805	'statement is subject of'@en	Q465613	'people\'s republic'@en	count	1
P805	'statement is subject of'@en	Q467011	'invasion'@en	count	1
P805	'statement is subject of'@en	Q4677783	'Act of the Parliament of the United Kingdom'@en	count	1
P805	'statement is subject of'@en	Q48349	'empire'@en	count	1
P805	'statement is subject of'@en	Q49389	'tourism'@en	count	1
P805	'statement is subject of'@en	Q515	'city'@en	count	1
P805	'statement is subject of'@en	Q537127	'road bridge'@en	count	1
P805	'statement is subject of'@en	Q5378542	'English exonym'@en	count	1
P805	'statement is subject of'@en	Q5402094	'barbarian kingdoms'@en	count	1
P805	'statement is subject of'@en	Q5456378	'bridge–tunnel'@en	count	1
P805	'statement is subject of'@en	Q55599109	'border crossing'@en	count	1
P805	'statement is subject of'@en	Q5791104	'international crisis'@en	count	1
P805	'statement is subject of'@en	Q59281	'provisional government'@en	count	1
P805	'statement is subject of'@en	Q59678118	'accession of a country to the European Union'@en	count	1
P805	'statement is subject of'@en	Q6456916	'national economy'@en	count	1
P805	'statement is subject of'@en	Q645883	'military operation'@en	count	1
P805	'statement is subject of'@en	Q646740	'landing operation'@en	count	1
P805	'statement is subject of'@en	Q65224	'monetary reform'@en	count	1
P805	'statement is subject of'@en	Q678116	'government in exile'@en	count	1
P805	'statement is subject of'@en	Q727002	'charter'@en	count	1
P805	'statement is subject of'@en	Q7275	'state'@en	count	1
P805	'statement is subject of'@en	Q7995869	'abolition of monarchy'@en	count	1
P805	'statement is subject of'@en	Q80096233	'information list'@en	count	1
P805	'statement is subject of'@en	Q81058955	'national demonym'@en	count	1
P805	'statement is subject of'@en	Q81715	'barricade'@en	count	1
P805	'statement is subject of'@en	Q820655	'statute'@en	count	1
P805	'statement is subject of'@en	Q82799	'name'@en	count	1
P805	'statement is subject of'@en	Q8502	'mountain'@en	count	1
P805	'statement is subject of'@en	Q860861	'sculpture'@en	count	1
P805	'statement is subject of'@en	Q87167	'manuscript'@en	count	1
P805	'statement is subject of'@en	Q892168	'causeway'@en	count	1
P805	'statement is subject of'@en	Q921099	'boundary marker'@en	count	1
P805	'statement is subject of'@en	Q93288	'contract'@en	count	1
P805	'statement is subject of'@en	Q99541706	'historical unrecognized state'@en	count	1
P807	'separated from'@en	Q26830017	'state in the Holy Roman Empire'@en	count	1
P807	'separated from'@en	Q29569274	'former name'@en	count	1
P807	'separated from'@en	Q36784	'region of France'@en	count	1
P828	'has cause'@en	Q1062856	'anniversary'@en	count	1
P828	'has cause'@en	Q1140229	'political union'@en	count	1
P828	'has cause'@en	Q1151067	'rule'@en	count	1
P828	'has cause'@en	Q11514315	'historical period'@en	count	1
P828	'has cause'@en	Q1219394	'independence referendum'@en	count	1
P828	'has cause'@en	Q123550	'forum'@en	count	1
P828	'has cause'@en	Q1284645	'edict'@en	count	1
P828	'has cause'@en	Q131401	'caliphate'@en	count	1
P828	'has cause'@en	Q1323212	'insurgency'@en	count	1
P828	'has cause'@en	Q1348385	'war of succession'@en	count	1
P828	'has cause'@en	Q1361229	'conquest'@en	count	1
P828	'has cause'@en	Q1388421	'social experiment'@en	count	1
P828	'has cause'@en	Q151885	'concept'@en	count	1
P828	'has cause'@en	Q1520223	'constitutional republic'@en	count	1
P828	'has cause'@en	Q15634554	'state with limited recognition'@en	count	1
P828	'has cause'@en	Q161386	'prenuptial agreement'@en	count	1
P828	'has cause'@en	Q16560	'palace'@en	count	1
P828	'has cause'@en	Q170156	'confederation'@en	count	1
P828	'has cause'@en	Q1783329	'Control Council Law'@en	count	1
P828	'has cause'@en	Q18009569	'Act of the Parliament of Scotland'@en	count	1
P828	'has cause'@en	Q18009587	'Act of the Parliament of England'@en	count	1
P828	'has cause'@en	Q189867	'papal bull'@en	count	1
P828	'has cause'@en	Q2001676	'military offensive'@en	count	1
P828	'has cause'@en	Q207549	'abdication'@en	count	1
P828	'has cause'@en	Q207694	'art museum'@en	count	1
P828	'has cause'@en	Q20986437	'naming dispute'@en	count	1
P828	'has cause'@en	Q22087155	'end cause'@en	count	1
P828	'has cause'@en	Q25906438	'attempted coup d\'état'@en	count	1
P828	'has cause'@en	Q3062294	'Latin phrase'@en	count	1
P828	'has cause'@en	Q33506	'museum'@en	count	1
P828	'has cause'@en	Q3511052	'effects of war'@en	count	1
P828	'has cause'@en	Q3533467	'group action'@en	count	1
P828	'has cause'@en	Q3624078	'sovereign state'@en	count	1
P828	'has cause'@en	Q43109	'referendum'@en	count	1
P828	'has cause'@en	Q43229	'organization'@en	count	1
P828	'has cause'@en	Q43702	'federation'@en	count	1
P828	'has cause'@en	Q467011	'invasion'@en	count	1
P828	'has cause'@en	Q48349	'empire'@en	count	1
P828	'has cause'@en	Q5255892	'democratic republic'@en	count	1
P828	'has cause'@en	Q53463	'constitutional amendment'@en	count	1
P828	'has cause'@en	Q53536964	'royal palace'@en	count	1
P828	'has cause'@en	Q646740	'landing operation'@en	count	1
P828	'has cause'@en	Q680655	'constitutional document'@en	count	1
P828	'has cause'@en	Q727002	'charter'@en	count	1
P828	'has cause'@en	Q7275	'state'@en	count	1
P828	'has cause'@en	Q751876	'château'@en	count	1
P828	'has cause'@en	Q831663	'military campaign'@en	count	1
P828	'has cause'@en	Q8465	'civil war'@en	count	1
P828	'has cause'@en	Q861911	'speech'@en	count	1
P828	'has cause'@en	Q87167	'manuscript'@en	count	1
P828	'has cause'@en	Q900406	'reform'@en	count	1
P828	'has cause'@en	Q93288	'contract'@en	count	1
P837	'day in year for periodic occurrence'@en	Q51118183	'day of the week within a given month'@en	count	1
P837	'day in year for periodic occurrence'@en	Q64008413	'variable date'@en	count	1
P88	'commissioned by'@en	Q5	'human'@en	count	1
P92	'main regulatory text'@en	Q17134316	'law book'@en	count	1
P92	'main regulatory text'@en	Q18564543	'international conference'@en	count	1
P92	'main regulatory text'@en	Q820655	'statute'@en	count	1
P921	'main subject'@en	Q11862829	'academic discipline'@en	count	1
P921	'main subject'@en	Q4671286	'academic major'@en	count	1
P97	'noble title'@en	Q1326966	'honorific'@en	count	1
P97	'noble title'@en	Q3320743	'title of honor'@en	count	1
P97	'noble title'@en	Q4164871	'position'@en	count	1
P97	'noble title'@en	Q48352	'head of state'@en	count	1
P97	'noble title'@en	Q5737899	'hereditary title'@en	count	1
P9929	'madhhab'@en	Q1826286	'religious movement'@en	count	1
P9929	'madhhab'@en	Q209928	'madhhab'@en	count	1
